Constituency Number,Constituency Name,District,Candidate Name,Party,Votes,EVM Round Status,Image URL,Last Updated
11,DR.RADHAKRISHNAN NAGAR,CHENNAI,CHANDRASEKAR,Tamizhaga Murpokku Makkal Katchi, 9 ,Status of EVM Round:6/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KCHA-2026-20260406063527.jpg,02:27 PM On 04/05/2026
11,DR.RADHAKRISHNAN NAGAR,CHENNAI,AMUDHA.N,Independent, 9 ,Status of EVM Round:6/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/NAMU-2026-20260406084746.jpg,02:27 PM On 04/05/2026
11,DR.RADHAKRISHNAN NAGAR,CHENNAI,A. USHA,Independent, 9 ,Status of EVM Round:6/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/AUSH-2026-20260404064844.jpg,02:27 PM On 04/05/2026
11,DR.RADHAKRISHNAN NAGAR,CHENNAI,TAMILSELVAN,Independent, 9 ,Status of EVM Round:6/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RTAM-2026-20260406091929.jpg,02:27 PM On 04/05/2026
11,DR.RADHAKRISHNAN NAGAR,CHENNAI,R.DEVAKUMAR,Independent, 9 ,Status of EVM Round:6/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RDEV-2026-20260406064950.jpg,02:27 PM On 04/05/2026
11,DR.RADHAKRISHNAN NAGAR,CHENNAI,P. MARIMUTHU,Independent, 9 ,Status of EVM Round:6/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/PMAR-2026-20260409073220.jpg,02:27 PM On 04/05/2026
11,DR.RADHAKRISHNAN NAGAR,CHENNAI,D. AJITH KUMAR,Independent, 8 ,Status of EVM Round:6/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/DAJI-2026-20260402060843.jpg,02:27 PM On 04/05/2026
11,DR.RADHAKRISHNAN NAGAR,CHENNAI,V.SHANKAR,Independent, 8 ,Status of EVM Round:6/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VSHA-2026-20260406053128.jpg,02:27 PM On 04/05/2026
11,DR.RADHAKRISHNAN NAGAR,CHENNAI,G. MADHAN KUMAR,Independent, 7 ,Status of EVM Round:6/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/GMAD-2026-20260402070153.jpg,02:27 PM On 04/05/2026
11,DR.RADHAKRISHNAN NAGAR,CHENNAI,K. SUJITH,Independent, 5 ,Status of EVM Round:6/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KSUJ-2026-20260406080112.jpg,02:27 PM On 04/05/2026
11,DR.RADHAKRISHNAN NAGAR,CHENNAI,S.EMMANUVEL,Independent, 4 ,Status of EVM Round:6/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SEMM-2026-20260406064157.jpg,02:27 PM On 04/05/2026
11,DR.RADHAKRISHNAN NAGAR,CHENNAI,NOTA,None of the Above, 195 ,Status of EVM Round:6/18,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,S.VIJAYAKUMAR,Tamilaga Vettri Kazhagam," 42,032 ",Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SVIJ-2026-20260402031645.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,SUDHAKAR.V,All India Anna Dravida Munnetra Kazhagam," 28,386 ",Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SUDHA-2026-20260402062552.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,T.J.GOVINDARAJAN,Dravida Munnetra Kazhagam," 25,768 ",Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/TJG-2026-20260405014126.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,"R.SRIDAR. B.L.,",Naam Tamilar Katchi," 2,397 ",Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/RSRI-2026-20260405052923.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,SDK SANKAR,Aanaithinthiya Jananayaka Pathukappu Kazhagam, 438 ,Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SDKSA-2026-20260405010314.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,M.JAGADEESAN,Bahujan Samaj Party, 369 ,Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MJAG-2026-20260405015034.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,G.RANJITH B.SC.L.L.B,Independent, 196 ,Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/GRAN-2026-20260406081305.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,D.SUDHAKAR,Independent, 149 ,Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/DSUD-2026-20260409033155.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,K. CHANDRA SEKAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi, 142 ,Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/KCHA-2026-20260405053245.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,M.KUMARAN,Independent, 131 ,Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/2026/ac/E32/S22/1/1775302868PHOTO.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,T.GOVINDAN,Independent, 97 ,Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/TGOV-2026-20260406064842.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,V.SUDHAKAR,Independent, 95 ,Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VSUD-2026-20260404061942.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,D.DINESH,Independent, 89 ,Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/DDIN-2026-20260406045956.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,GOPAL.K,Independent, 86 ,Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/GOPAL-2026-20260406090940.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,A.H. SIVA GANESH,Independent, 47 ,Status of EVM Round:11/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/AHS-2026-20260406084441.jpg,02:27 PM On 04/05/2026
1,GUMMIDIPOONDI,TIRUVALLUR,NOTA,None of the Above, 365 ,Status of EVM Round:11/25,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,P K SEKARBABU,Dravida Munnetra Kazhagam," 27,411 ",Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PKSEK-2026-20260406014217.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,SINORA P S ASHOK,Tamilaga Vettri Kazhagam," 20,968 ",Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SINOR-2026-20260404025300.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,R MANOHAR,All India Anna Dravida Munnetra Kazhagam," 10,578 ",Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RMAN-2026-20260404013403.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,R FOUZAN SHARIFF,Naam Tamilar Katchi," 1,049 ",Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/FOUZA-2026-20260402024934.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,SIVALINGAM ASHOK,Independent, 170 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SINOR-2026-20260406030650.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,M SURESH,Bahujan Samaj Party, 143 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MSURE-2026-20260404042511.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,SANKAR A,Independent, 106 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SANKA-2026-20260404054550.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,BABU SINGH,Independent, 56 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/BABUS-2026-20260406040537.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,S GANESH,Independent, 47 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SGANE-2026-20260406115211.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,ASHOK KUMAR,Independent, 45 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SINOR-2026-20260406023252.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,G VISU,Independent, 37 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/GVISU-2026-20260404032846.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,K E MANOHAR,Independent, 33 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KEMAN-2026-20260406042948.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,T VIJAYARAJ,Independent, 28 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/VIJAY-2026-20260404044857.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,P VIJAYAKUMAR,Independent, 24 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VIJAY-2026-20260402032846.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,J M NIRAIMOZHI,Independent, 21 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/JMNIR-2026-20260404043757.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,V JAGADEESAN,Independent, 12 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/JAGAD-2026-20260404020135.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,D KABILAN,Independent, 11 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/DKABI-2026-20260404060135.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,M KALAIVENTHAN,Independent, 11 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MKALA-2026-20260406125308.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,A NEPOLIAN,Independent, 9 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ANEPO-2026-20260404034444.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,J SHANMUGAPRIYAN,Independent, 8 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SHANM-2026-20260402022501.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,R DINESH,Independent, 7 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RDINE-2026-20260406123806.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,S VEERABATHRAN,Independent, 5 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SVEER-2026-20260404052230.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,I VINOD,Independent, 4 ,Status of EVM Round:8/14,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/IVINO-2026-20260404050715.jpg,02:27 PM On 04/05/2026
18,HARBOUR,CHENNAI,NOTA,None of the Above, 361 ,Status of EVM Round:8/14,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,PRABHAKAR.J.C.D,Tamilaga Vettri Kazhagam," 22,011 ",Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/JCD-2026-20260404014752.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,EZHILAN NAGANATHAN,Dravida Munnetra Kazhagam," 18,124 ",Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/EZHIL-2026-20260404025606.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,VALARMATHI.B,All India Anna Dravida Munnetra Kazhagam," 7,334 ",Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/BVAL-2026-20260406025807.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,KALANCHIYAM.MU,Naam Tamilar Katchi," 1,352 ",Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MUKA-2026-20260405024527.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,VALARMATHI.E,Independent, 73 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/EVAL-2026-20260406020401.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,MOHAMED GHOUSE.H,Tamizhaga Vaazhvurimai Katchi, 70 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/HMOH-2026-20260406123623.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,SATHYA.A,Independent, 53 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ASAT-2026-20260404054935.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,KARTHIKEYAN.S,Independent, 29 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/KARTH-2026-20260409080315.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,VALARMATHY.D,Independent, 29 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/VALAR-2026-20260406070326.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,SUNDARA RAJU.A,Independent, 28 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/ASUN-2026-20260405031359.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,VIJAY.D,Independent, 28 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/DVIJ-2026-20260406102611.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,PRABHAKARAN.B,Independent, 27 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/PRABH-2026-20260409090220.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,PRABHAKARAN.V,Independent, 18 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/VPRA-2026-20260406102319.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,SHANKAR.V,Independent, 15 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SHANK-2026-20260409075635.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,DHANASEKARAN.V,Independent, 12 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/VDHA-2026-20260407123659.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,PRABHAKARAN.T,Independent, 12 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/TPRA-2026-20260406022940.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,MUNIYAN.E,Independent, 10 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/EMUN-2026-20260407121919.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,PACHAIYAPPAN.E,Independent, 7 ,Status of EVM Round:7/18,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/EPAC-2026-20260406114349.jpg,02:27 PM On 04/05/2026
20,THOUSAND LIGHTS,CHENNAI,NOTA,None of the Above, 308 ,Status of EVM Round:7/18,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,UDHAYANIDHI STALIN,Dravida Munnetra Kazhagam," 30,883 ",Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/UDHAY-2026-20260409030900.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,SELVAM. D,Tamilaga Vettri Kazhagam," 30,044 ",Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SELVA-2026-20260406045231.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,AADIRAJARAM,All India Anna Dravida Munnetra Kazhagam," 10,045 ",Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/AADIR-2026-20260409064815.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,AYSHA,Naam Tamilar Katchi," 1,570 ",Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/AYSHA-2026-20260409061417.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,MOHAMMED YASSER,Bahujan Samaj Party, 129 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/YMOH-2026-20260406041444.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,AGNI AALVAR,Independent, 111 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/AGNIA-2026-20260406015820.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,RAJESHKUMAR. K,Independent, 68 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KRAJ-2026-20260404054029.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,IRFAN BASHA,Tamizhaga Vaazhvurimai Katchi, 65 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/IRFAN-2026-20260404061921.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,RAJASEKAR. S,Independent, 63 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RAJAS-2026-20260406022501.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,MIRZA SAFDER ALI,Independent, 52 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/MIRZA-2026-20260409061518.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,SYEED LAYAK BHASHA,Independent, 39 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/SYEED-2026-20260406061948.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,BHARATHKUMAR. G,Independent, 34 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/GBAR-2026-20260404064654.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,AYISHA,Independent, 33 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/AYISH-2026-20260409061606.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,MOHAMED MEERA. A,Independent, 29 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/AMOHA-2026-20260330032659.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,SELVAM. K,Independent, 20 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KSEL-2026-20260406035828.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,SAAMY. S.K. DR,Independent, 19 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/DRS-2026-20260406081319.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,KUMAR. M,Independent, 17 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MKUM-2026-20260406084503.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,SELVAM. K,Independent, 17 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KSEL-2026-20260406060011.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,MOHAMED DHARIK. I,Independent, 17 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MOHAM-2026-20260404065919.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,MILANY. P,Independent, 16 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/PMIL-2026-20260404063303.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,SELVAM ( ALIAS ) HARINARAYANAN,Independent, 16 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/NHAR-2026-20260406024342.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,VIJAYA KUMAR. B,Independent, 15 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/BVIJA-2026-20260404032821.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,ATHIMULAM,Independent, 13 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/ATHIM-2026-20260406013818.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,ARUMUGAM. C,Independent, 11 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/CARU-2026-20260406070901.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,SEENIVASAN. L,Independent, 10 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/SEENI-2026-20260406050913.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,SELVAM ( ALIAS ) VENKATESH,Independent, 9 ,Status of EVM Round:9/17,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KVEN-2026-20260406030327.jpg,02:27 PM On 04/05/2026
19,CHEPAUK-THIRUVALLIKENI,CHENNAI,NOTA,None of the Above, 325 ,Status of EVM Round:9/17,https://results.eci.gov.in/ResultAcGenMay2026/img/nota.jpg,02:27 PM On 04/05/2026
10,THIRUVOTTIYUR,CHENNAI,SENTHIL KUMAR. N,Tamilaga Vettri Kazhagam," 55,584 ",Status of EVM Round:12/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/NSEN-2026-20260404063140.jpg,02:27 PM On 04/05/2026
10,THIRUVOTTIYUR,CHENNAI,SUNDARARAJ. L,Communist Party of India (Marxist)," 27,785 ",Status of EVM Round:12/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/LSUN-2026-20260404064830.jpg,02:27 PM On 04/05/2026
10,THIRUVOTTIYUR,CHENNAI,KUPPAN. K,All India Anna Dravida Munnetra Kazhagam," 14,677 ",Status of EVM Round:12/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/KKUP-2026-20260404061228.jpg,02:27 PM On 04/05/2026
10,THIRUVOTTIYUR,CHENNAI,SATHYA. B,Naam Tamilar Katchi," 4,531 ",Status of EVM Round:12/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/S22/BSAT-2026-20260330050224.jpg,02:27 PM On 04/05/2026
10,THIRUVOTTIYUR,CHENNAI,MICHAELRAJ. M. A,Independent, 622 ,Status of EVM Round:12/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MAM-2026-20260404070707.jpg,02:27 PM On 04/05/2026
10,THIRUVOTTIYUR,CHENNAI,MAHENDRA KUMAR. D,Bahujan Samaj Party, 248 ,Status of EVM Round:12/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/DMAH-2026-20260404062449.jpg,02:27 PM On 04/05/2026
10,THIRUVOTTIYUR,CHENNAI,BALARUBAN,Independent, 162 ,Status of EVM Round:12/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/BALAR-2026-20260406094258.jpg,02:27 PM On 04/05/2026
10,THIRUVOTTIYUR,CHENNAI,VIJAY. A,Independent, 146 ,Status of EVM Round:12/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/AVIJ-2026-20260406104247.jpg,02:27 PM On 04/05/2026
10,THIRUVOTTIYUR,CHENNAI,SASIREKHA. M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi, 141 ,Status of EVM Round:12/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/MSAS-2026-20260402052334.jpg,02:27 PM On 04/05/2026
10,THIRUVOTTIYUR,CHENNAI,DILLI KUMAR. R,Democratic National Allegiance, 116 ,Status of EVM Round:12/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/RDIL-2026-20260406093715.jpg,02:27 PM On 04/05/2026
10,THIRUVOTTIYUR,CHENNAI,VENKATARAMANAN. J,Tamizhaga Vaazhvurimai Katchi, 91 ,Status of EVM Round:12/25,https://results.eci.gov.in/uploads2/candprofile/E32/2026/AC/s22/JVEN-2026-20260404071244.jpg,02:27 PM On 04/05/2026
